Share-QFOM,20.24,3.564264
Share-DWPD,16.13,4.818031
Share-IBSP,32.78,9.693046
Share-EJXB,9.32,0.187332
Share-UEZB,24.87,9.806241
Share-QXLZ,38.15,8.801205
Share-NWDK,33.94,1.95155
Share-XPQB,18.49,4.883209
Share-RNEE,15.93,1.123065
Share-BMWW,3.65,1.147925
Share-DLDY,2.62,0.112398
Share-EKHC,20.22,4.767876
Share-PSEN,10.73,3.717945
Share-BXWL,11.08,3.19104
Share-JEHD,20.22,3.360564
Share-HAKK,14.67,0.261126
Share-CQXK,42.48,8.300592
Share-NFHZ,28.09,3.207878
Share-VEOO,30.85,7.394745
Share-YQTP,27.63,5.948739
Share-APNK,33.9,9.05469
Share-FCIM,25.84,8.524616
Share-CWAN,21.78,1.202256
Share-ZGNB,17.54,6.566976
Share-WDYF,33.55,9.23967
Share-BRCC,48.93,16.337727
Share-OQKF,20.36,5.165332
Share-NOPE,33.63,0.393471
Share-ASGY,20.47,4.540246
Share-HBSR,25.7,4.14798
Share-CZIZ,39.47,12.926425
Share-MLUC,32.69,9.248001
Share-SGHI,30.02,0.879586
Share-CBUV,19.3,4.19775
Share-MOVJ,13.76,3.230848
Share-HAJM,6.01,0.514456
Share-OLMP,5.32,1.907752
Share-AUGU,20.67,4.935996
Share-DBFE,36.63,12.212442
Share-JEZT,24.55,1.95418
Share-GXSJ,19.93,2.549047
Share-XREJ,21.24,0.957924
Share-SALE,27.25,9.115125
Share-MYXT,23.78,7.155402
Share-WEOQ,4.82,0.652146
Share-NHWA,29.18,11.604886
Share-CYYC,0.42,0.024696
Share-XINI,13.23,3.459645
Share-JHWR,15.51,0.736725
Share-HSOR,17.87,3.041474
Share-DXOW,24.99,9.683625
Share-UMIB,44.93,15.761444
Share-GYWT,38.32,1.49448
Share-RQJV,20.73,6.482271
Share-MHUT,30.36,6.448464
Share-FNZM,22.38,7.77705
Share-KPYM,19.12,3.931072
Share-IIUJ,41.83,2.999211
Share-DDUF,36.49,4.258383
Share-VGUF,28.44,3.6261
Share-THNO,31.4,5.59548
Share-YYEN,25.73,1.139839
Share-RZCT,18.58,4.438762
Share-QRVU,16.96,5.997056
Share-VFGQ,16.36,3.862596
Share-URAA,30.91,7.783138
Share-EBAM,29.48,1.435676
Share-EAAY,23.25,7.656225
Share-XFNL,44.05,10.558785
Share-UTUI,22.78,7.23265
Share-AIRL,7.19,2.249032
Share-AYBY,40.52,4.343744
Share-PWDG,39.72,4.980888
Share-UGTV,46.13,13.05479
Share-GHIZ,28.0,11.1692
Share-UBEA,46.85,2.30502
Share-VNTG,30.54,7.778538
Share-NDSG,24.04,2.509776
Share-OYDA,20.5,2.22425
Share-KXOH,1.5,0.48285
Share-FAXV,29.03,9.457974
Share-QZWX,20.16,4.890816
Share-ABJM,21.17,8.105993
Share-OQSQ,5.07,1.360788
Share-APJH,26.51,10.20635
Share-EJFE,19.11,3.453177
Share-BGDY,2.46,0.39729
Share-PJBK,45.42,13.05825
Share-PAWY,21.86,7.13729
Share-KEYI,40.4,12.78256
Share-JUBL,29.67,0.691311
Share-BECH,35.91,1.170666
Share-WALV,29.53,8.235917
Share-KMTG,23.21,9.277037
Share-MKXO,26.44,5.280068
Share-QFPY,45.3,3.44733
Share-WZIF,20.04,1.12224
Share-VSIP,42.36,5.574576
Share-IFTU,37.65,5.26347
Share-WMHE,25.47,4.673745
Share-NMDR,22.27,7.342419
Share-MXAF,21.23,2.37776
Share-WVVQ,11.95,2.204775
Share-XFUI,20.81,6.76325
Share-KRLT,29.73,6.088704
Share-BCJD,13.65,2.32323
Share-GJTI,23.11,2.477392
Share-BKDN,34.66,6.575002
Share-ZSZF,26.57,5.228976
Share-LDCO,28.36,3.87114
Share-DBUJ,0.07,0.007511
Share-VBIE,46.52,0.921096
Share-CKEE,17.78,5.870956
Share-ZECG,43.32,13.325232
Share-PWWS,49.36,7.093032
Share-LOBE,39.3,12.56421
Share-NZHD,15.79,1.346887
Share-LDVW,26.9,9.97721
Share-PNHT,8.01,1.61001
Share-YNRH,15.48,3.199716
Share-CAEQ,36.56,14.320552
Share-VRCA,37.94,5.888288
Share-WSYK,24.52,6.372748
Share-XKDC,27.34,0.83387
Share-XUPB,16.58,3.524908
Share-IZTA,16.98,2.180232
Share-NFKM,42.83,7.058384
Share-ONRM,7.48,1.336676
Share-TSLL,31.42,2.422482
Share-HXDE,33.15,7.29963
Share-CUSU,2.66,0.864234
Share-ZYBC,39.09,11.046834
Share-KJRG,30.57,9.672348
Share-JPLO,9.81,3.039138
Share-PRLI,21.38,7.55783
Share-PCSR,28.48,0.264864
Share-ISXU,23.73,3.573738
Share-IUVO,8.47,1.173942
